# energy s(up) s(down) p(up) p(down) d(up) d(down)
-1.098305810000000093e+01 4.203999999999999959e-01 -4.203999999999999959e-01 3.600000000000000422e-02 -3.600000000000000422e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.097505810000000004e+01 4.563999999999999724e-01 -4.563999999999999724e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.096715810000000069e+01 4.551999999999999935e-01 -4.551999999999999935e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.095925809999999956e+01 4.540000000000000147e-01 -4.540000000000000147e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.095125810000000044e+01 4.308000000000000163e-01 -4.308000000000000163e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.094335809999999931e+01 4.331999999999999740e-01 -4.331999999999999740e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.093545809999999996e+01 4.355999999999999872e-01 -4.355999999999999872e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.092745809999999906e+01 4.467999999999999750e-01 -4.467999999999999750e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.091955809999999971e+01 4.712000000000000077e-01 -4.712000000000000077e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.091165810000000036e+01 4.951999999999999735e-01 -4.951999999999999735e-01 4.200000000000000261e-02 -4.200000000000000261e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.090365809999999946e+01 5.140000000000000124e-01 -5.140000000000000124e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.089575810000000011e+01 5.228000000000000425e-01 -5.228000000000000425e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.088785809999999898e+01 5.312000000000000055e-01 -5.312000000000000055e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.087985809999999987e+01 5.352000000000000091e-01 -5.352000000000000091e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.087195810000000051e+01 5.440000000000000391e-01 -5.440000000000000391e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.086405809999999938e+01 5.527999999999999581e-01 -5.527999999999999581e-01 4.560000000000000164e-02 -4.560000000000000164e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.085605810000000027e+01 5.896000000000000130e-01 -5.896000000000000130e-01 4.800000000000000100e-02 -4.800000000000000100e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.084815809999999914e+01 5.807999999999999829e-01 -5.807999999999999829e-01 4.679999999999999438e-02 -4.679999999999999438e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.084025809999999979e+01 5.712000000000000410e-01 -5.712000000000000410e-01 4.679999999999999438e-02 -4.679999999999999438e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.083225810000000067e+01 5.415999999999999703e-01 -5.415999999999999703e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.082435809999999954e+01 5.400000000000000355e-01 -5.400000000000000355e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.081645810000000019e+01 5.380000000000000338e-01 -5.380000000000000338e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.080845809999999929e+01 5.360000000000000320e-01 -5.360000000000000320e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.080055809999999994e+01 5.335999999999999632e-01 -5.335999999999999632e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.079265810000000059e+01 5.312000000000000055e-01 -5.312000000000000055e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.078465809999999969e+01 5.283999999999999808e-01 -5.283999999999999808e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.077675810000000034e+01 5.375999999999999668e-01 -5.375999999999999668e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.076885809999999921e+01 5.560000000000000497e-01 -5.560000000000000497e-01 4.679999999999999438e-02 -4.679999999999999438e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.076085810000000009e+01 5.515999999999999792e-01 -5.515999999999999792e-01 4.560000000000000164e-02 -4.560000000000000164e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.075295810000000074e+01 5.387999999999999456e-01 -5.387999999999999456e-01 4.560000000000000164e-02 -4.560000000000000164e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.074505809999999961e+01 5.211999999999999966e-01 -5.211999999999999966e-01 4.440000000000000197e-02 -4.440000000000000197e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.073705810000000049e+01 5.143999999999999684e-01 -5.143999999999999684e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.072915809999999937e+01 5.128000000000000336e-01 -5.128000000000000336e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.072125810000000001e+01 5.111999999999999877e-01 -5.111999999999999877e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.071325810000000089e+01 5.091999999999999860e-01 -5.091999999999999860e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.070535809999999977e+01 5.060000000000000053e-01 -5.060000000000000053e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.069745810000000041e+01 5.028000000000000247e-01 -5.028000000000000247e-01 4.320000000000000229e-02 -4.320000000000000229e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.068945809999999952e+01 5.000000000000000000e-01 -5.000000000000000000e-01 4.200000000000000261e-02 -4.200000000000000261e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.068155810000000017e+01 4.944000000000000061e-01 -4.944000000000000061e-01 4.200000000000000261e-02 -4.200000000000000261e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.067365810000000081e+01 4.892000000000000237e-01 -4.892000000000000237e-01 4.200000000000000261e-02 -4.200000000000000261e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.066565809999999992e+01 4.859999999999999876e-01 -4.859999999999999876e-01 4.200000000000000261e-02 -4.200000000000000261e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.065775810000000057e+01 4.832000000000000184e-01 -4.832000000000000184e-01 4.200000000000000261e-02 -4.200000000000000261e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.064985809999999944e+01 4.803999999999999937e-01 -4.803999999999999937e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.064185810000000032e+01 4.756000000000000227e-01 -4.756000000000000227e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.063395809999999919e+01 4.736000000000000210e-01 -4.736000000000000210e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.062605809999999984e+01 4.712000000000000077e-01 -4.712000000000000077e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.061805810000000072e+01 4.692000000000000060e-01 -4.692000000000000060e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.061015809999999959e+01 4.672000000000000042e-01 -4.672000000000000042e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.060225810000000024e+01 4.647999999999999909e-01 -4.647999999999999909e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.059425809999999935e+01 4.620000000000000218e-01 -4.620000000000000218e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.058635809999999999e+01 4.600000000000000200e-01 -4.600000000000000200e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.057845810000000064e+01 4.580000000000000182e-01 -4.580000000000000182e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.057055809999999951e+01 4.551999999999999935e-01 -4.551999999999999935e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.056255810000000039e+01 4.527999999999999803e-01 -4.527999999999999803e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.055465809999999927e+01 4.544000000000000261e-01 -4.544000000000000261e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.054675809999999991e+01 4.596000000000000085e-01 -4.596000000000000085e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.053875809999999902e+01 4.687999999999999945e-01 -4.687999999999999945e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.053085809999999967e+01 4.768000000000000016e-01 -4.768000000000000016e-01 4.200000000000000261e-02 -4.200000000000000261e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.052295810000000031e+01 4.676000000000000156e-01 -4.676000000000000156e-01 4.079999999999999599e-02 -4.079999999999999599e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.051495809999999942e+01 4.551999999999999935e-01 -4.551999999999999935e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.050705810000000007e+01 4.471999999999999864e-01 -4.471999999999999864e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.049915810000000072e+01 4.444000000000000172e-01 -4.444000000000000172e-01 3.959999999999999631e-02 -3.959999999999999631e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.049115809999999982e+01 4.411999999999999811e-01 -4.411999999999999811e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.048325810000000047e+01 4.375999999999999890e-01 -4.375999999999999890e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.047535809999999934e+01 4.351999999999999758e-01 -4.351999999999999758e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.046735810000000022e+01 4.319999999999999951e-01 -4.319999999999999951e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.045945809999999909e+01 4.279999999999999916e-01 -4.279999999999999916e-01 3.840000000000000357e-02 -3.840000000000000357e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.045155809999999974e+01 4.232000000000000206e-01 -4.232000000000000206e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.044355810000000062e+01 4.208000000000000074e-01 -4.208000000000000074e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.043565809999999949e+01 4.183999999999999941e-01 -4.183999999999999941e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.042775810000000014e+01 4.156000000000000250e-01 -4.156000000000000250e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.041975809999999925e+01 4.136000000000000232e-01 -4.136000000000000232e-01 3.719999999999999696e-02 -3.719999999999999696e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.041185809999999989e+01 4.112000000000000099e-01 -4.112000000000000099e-01 3.600000000000000422e-02 -3.600000000000000422e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.040395810000000054e+01 4.092000000000000082e-01 -4.092000000000000082e-01 3.600000000000000422e-02 -3.600000000000000422e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.039595809999999965e+01 4.067999999999999949e-01 -4.067999999999999949e-01 3.600000000000000422e-02 -3.600000000000000422e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.038805810000000029e+01 4.043999999999999817e-01 -4.043999999999999817e-01 3.600000000000000422e-02 -3.600000000000000422e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.038015809999999917e+01 4.016000000000000125e-01 -4.016000000000000125e-01 3.600000000000000422e-02 -3.600000000000000422e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.037215810000000005e+01 3.987999999999999878e-01 -3.987999999999999878e-01 3.479999999999999760e-02 -3.479999999999999760e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.036425810000000070e+01 3.951999999999999957e-01 -3.951999999999999957e-01 3.479999999999999760e-02 -3.479999999999999760e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.035635809999999957e+01 3.920000000000000151e-01 -3.920000000000000151e-01 3.479999999999999760e-02 -3.479999999999999760e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.034835810000000045e+01 3.884000000000000230e-01 -3.884000000000000230e-01 3.479999999999999760e-02 -3.479999999999999760e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.034045809999999932e+01 3.847999999999999754e-01 -3.847999999999999754e-01 3.359999999999999792e-02 -3.359999999999999792e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.033255809999999997e+01 3.811999999999999833e-01 -3.811999999999999833e-01 3.359999999999999792e-02 -3.359999999999999792e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.032455810000000085e+01 3.771999999999999797e-01 -3.771999999999999797e-01 3.359999999999999792e-02 -3.359999999999999792e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.031665809999999972e+01 3.735999999999999877e-01 -3.735999999999999877e-01 3.359999999999999792e-02 -3.359999999999999792e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.030875810000000037e+01 3.699999999999999956e-01 -3.699999999999999956e-01 3.239999999999999825e-02 -3.239999999999999825e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.030075809999999947e+01 3.659999999999999920e-01 -3.659999999999999920e-01 3.239999999999999825e-02 -3.239999999999999825e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.029285810000000012e+01 3.664000000000000035e-01 -3.664000000000000035e-01 3.239999999999999825e-02 -3.239999999999999825e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.028495810000000077e+01 3.655999999999999805e-01 -3.655999999999999805e-01 3.239999999999999825e-02 -3.239999999999999825e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.027695809999999987e+01 3.691999999999999726e-01 -3.691999999999999726e-01 3.239999999999999825e-02 -3.239999999999999825e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.026905810000000052e+01 3.599999999999999867e-01 -3.599999999999999867e-01 3.239999999999999825e-02 -3.239999999999999825e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.026115809999999939e+01 3.459999999999999742e-01 -3.459999999999999742e-01 3.119999999999999857e-02 -3.119999999999999857e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.025315810000000027e+01 3.307999999999999829e-01 -3.307999999999999829e-01 2.999999999999999889e-02 -2.999999999999999889e-02 3.200000000000000153e-03 -3.200000000000000153e-03
-1.024525810000000092e+01 3.140000000000000013e-01 -3.140000000000000013e-01 2.879999999999999921e-02 -2.879999999999999921e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.023735809999999979e+01 3.012000000000000233e-01 -3.012000000000000233e-01 2.759999999999999953e-02 -2.759999999999999953e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.022935810000000068e+01 2.903999999999999915e-01 -2.903999999999999915e-01 2.639999999999999986e-02 -2.639999999999999986e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.022145809999999955e+01 2.819999999999999729e-01 -2.819999999999999729e-01 2.639999999999999986e-02 -2.639999999999999986e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.021355810000000019e+01 2.756000000000000116e-01 -2.756000000000000116e-01 2.520000000000000018e-02 -2.520000000000000018e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.020555809999999930e+01 2.716000000000000081e-01 -2.716000000000000081e-01 2.520000000000000018e-02 -2.520000000000000018e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.019765809999999995e+01 2.691999999999999948e-01 -2.691999999999999948e-01 2.520000000000000018e-02 -2.520000000000000018e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.018975810000000060e+01 2.607999999999999763e-01 -2.607999999999999763e-01 2.520000000000000018e-02 -2.520000000000000018e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.018175809999999970e+01 2.495999999999999885e-01 -2.495999999999999885e-01 2.400000000000000050e-02 -2.400000000000000050e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.017385810000000035e+01 2.444000000000000061e-01 -2.444000000000000061e-01 2.280000000000000082e-02 -2.280000000000000082e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.016595809999999922e+01 2.396000000000000074e-01 -2.396000000000000074e-01 2.280000000000000082e-02 -2.280000000000000082e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.015795810000000010e+01 2.348000000000000087e-01 -2.348000000000000087e-01 2.280000000000000082e-02 -2.280000000000000082e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.015005809999999897e+01 2.295999999999999985e-01 -2.295999999999999985e-01 2.280000000000000082e-02 -2.280000000000000082e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.014215809999999962e+01 2.416000000000000092e-01 -2.416000000000000092e-01 2.280000000000000082e-02 -2.280000000000000082e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.013415810000000050e+01 2.340000000000000135e-01 -2.340000000000000135e-01 2.280000000000000082e-02 -2.280000000000000082e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.012625809999999937e+01 2.220000000000000029e-01 -2.220000000000000029e-01 2.160000000000000114e-02 -2.160000000000000114e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.011835810000000002e+01 2.088000000000000134e-01 -2.088000000000000134e-01 2.039999999999999800e-02 -2.039999999999999800e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.011045810000000067e+01 1.935999999999999943e-01 -1.935999999999999943e-01 1.920000000000000179e-02 -1.920000000000000179e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.010245809999999977e+01 1.799999999999999933e-01 -1.799999999999999933e-01 1.800000000000000211e-02 -1.800000000000000211e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.009455810000000042e+01 1.751999999999999946e-01 -1.751999999999999946e-01 1.800000000000000211e-02 -1.800000000000000211e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.008665809999999929e+01 1.708000000000000074e-01 -1.708000000000000074e-01 1.679999999999999896e-02 -1.679999999999999896e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.007865810000000018e+01 1.663999999999999924e-01 -1.663999999999999924e-01 1.679999999999999896e-02 -1.679999999999999896e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.007075809999999905e+01 1.595999999999999919e-01 -1.595999999999999919e-01 1.679999999999999896e-02 -1.679999999999999896e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.006285809999999969e+01 1.559999999999999998e-01 -1.559999999999999998e-01 1.559999999999999928e-02 -1.559999999999999928e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.005485810000000058e+01 1.524000000000000077e-01 -1.524000000000000077e-01 1.559999999999999928e-02 -1.559999999999999928e-02 2.000000000000000042e-03 -2.000000000000000042e-03
-1.004695809999999945e+01 1.487999999999999878e-01 -1.487999999999999878e-01 1.559999999999999928e-02 -1.559999999999999928e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-1.003905810000000010e+01 1.451999999999999957e-01 -1.451999999999999957e-01 1.439999999999999961e-02 -1.439999999999999961e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-1.003105809999999920e+01 1.416000000000000036e-01 -1.416000000000000036e-01 1.439999999999999961e-02 -1.439999999999999961e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-1.002315809999999985e+01 1.383999999999999952e-01 -1.383999999999999952e-01 1.439999999999999961e-02 -1.439999999999999961e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-1.001525810000000050e+01 1.351999999999999869e-01 -1.351999999999999869e-01 1.439999999999999961e-02 -1.439999999999999961e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-1.000725809999999960e+01 1.315999999999999948e-01 -1.315999999999999948e-01 1.319999999999999993e-02 -1.319999999999999993e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.999358100000000249e+00 1.283999999999999864e-01 -1.283999999999999864e-01 1.319999999999999993e-02 -1.319999999999999993e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.991458099999999121e+00 1.252000000000000057e-01 -1.252000000000000057e-01 1.319999999999999993e-02 -1.319999999999999993e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.983458100000000002e+00 1.223999999999999949e-01 -1.223999999999999949e-01 1.319999999999999993e-02 -1.319999999999999993e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.975558100000000650e+00 1.192000000000000004e-01 -1.192000000000000004e-01 1.319999999999999993e-02 -1.319999999999999993e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.967658099999999521e+00 1.160000000000000059e-01 -1.160000000000000059e-01 1.200000000000000025e-02 -1.200000000000000025e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.959658100000000402e+00 1.283999999999999864e-01 -1.283999999999999864e-01 1.319999999999999993e-02 -1.319999999999999993e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.951758099999999274e+00 1.063999999999999946e-01 -1.063999999999999946e-01 1.200000000000000025e-02 -1.200000000000000025e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.943858099999999922e+00 1.039999999999999952e-01 -1.039999999999999952e-01 1.080000000000000057e-02 -1.080000000000000057e-02 8.000000000000000383e-04 -8.000000000000000383e-04
-9.935858100000000803e+00 1.011999999999999983e-01 -1.011999999999999983e-01 1.080000000000000057e-02 -1.080000000000000057e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-9.927958099999999675e+00 9.879999999999999893e-02 -9.879999999999999893e-02 1.080000000000000057e-02 -1.080000000000000057e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-9.920058100000000323e+00 9.679999999999999716e-02 -9.679999999999999716e-02 1.080000000000000057e-02 -1.080000000000000057e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-9.912058099999999428e+00 9.439999999999999780e-02 -9.439999999999999780e-02 1.080000000000000057e-02 -1.080000000000000057e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-9.904158100000000076e+00 9.239999999999999603e-02 -9.239999999999999603e-02 1.080000000000000057e-02 -1.080000000000000057e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-9.896258100000000724e+00 1.059999999999999970e-01 -1.059999999999999970e-01 1.080000000000000057e-02 -1.080000000000000057e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-9.888258099999999828e+00 8.680000000000000215e-02 -8.680000000000000215e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.880358100000000476e+00 8.799999999999999489e-02 -8.799999999999999489e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.872458099999999348e+00 8.799999999999999489e-02 -8.799999999999999489e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.864458100000000229e+00 8.840000000000000635e-02 -8.840000000000000635e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.856558100000000877e+00 8.840000000000000635e-02 -8.840000000000000635e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.848658099999999749e+00 8.840000000000000635e-02 -8.840000000000000635e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.840658100000000630e+00 8.799999999999999489e-02 -8.799999999999999489e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.832758099999999502e+00 8.799999999999999489e-02 -8.799999999999999489e-02 9.600000000000000894e-03 -9.600000000000000894e-03 8.000000000000000383e-04 -8.000000000000000383e-04
-9.824858100000000150e+00 8.759999999999999731e-02 -8.759999999999999731e-02 9.600000000000000894e-03 -9.600000000000000894e-03 8.000000000000000383e-04 -8.000000000000000383e-04
-9.816858099999999254e+00 8.759999999999999731e-02 -8.759999999999999731e-02 9.600000000000000894e-03 -9.600000000000000894e-03 8.000000000000000383e-04 -8.000000000000000383e-04
-9.808958099999999902e+00 8.719999999999999973e-02 -8.719999999999999973e-02 9.600000000000000894e-03 -9.600000000000000894e-03 8.000000000000000383e-04 -8.000000000000000383e-04
-9.801058100000000550e+00 8.680000000000000215e-02 -8.680000000000000215e-02 9.600000000000000894e-03 -9.600000000000000894e-03 8.000000000000000383e-04 -8.000000000000000383e-04
-9.793058099999999655e+00 8.640000000000000457e-02 -8.640000000000000457e-02 9.600000000000000894e-03 -9.600000000000000894e-03 8.000000000000000383e-04 -8.000000000000000383e-04
-9.785158100000000303e+00 8.240000000000000102e-02 -8.240000000000000102e-02 9.600000000000000894e-03 -9.600000000000000894e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.777258099999999175e+00 6.800000000000000488e-02 -6.800000000000000488e-02 8.399999999999999481e-03 -8.399999999999999481e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.769258100000000056e+00 7.000000000000000666e-02 -7.000000000000000666e-02 8.399999999999999481e-03 -8.399999999999999481e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.761358100000000704e+00 7.080000000000000182e-02 -7.080000000000000182e-02 8.399999999999999481e-03 -8.399999999999999481e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.753458099999999575e+00 6.959999999999999520e-02 -6.959999999999999520e-02 8.399999999999999481e-03 -8.399999999999999481e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.745458100000000456e+00 6.880000000000000004e-02 -6.880000000000000004e-02 8.399999999999999481e-03 -8.399999999999999481e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-9.737558099999999328e+00 6.759999999999999343e-02 -6.759999999999999343e-02 8.399999999999999481e-03 -8.399999999999999481e-03 0.000000000000000000e+00 -0.000000000000000000e+00
