# energy dos(up) dos(down)
-1.068155810000000017e+01 9.826000000000000290e-01 -9.826000000000000290e-01
-1.067365810000000081e+01 9.725000000000000311e-01 -9.725000000000000311e-01
-1.066565809999999992e+01 9.657999999999999918e-01 -9.657999999999999918e-01
-1.065775810000000057e+01 9.599999999999999645e-01 -9.599999999999999645e-01
-1.064985809999999944e+01 9.539999999999999591e-01 -9.539999999999999591e-01
-1.064185810000000032e+01 9.446999999999999842e-01 -9.446999999999999842e-01
-1.063395809999999919e+01 9.403000000000000247e-01 -9.403000000000000247e-01
-1.062605809999999984e+01 9.356999999999999762e-01 -9.356999999999999762e-01
-1.061805810000000072e+01 9.311000000000000387e-01 -9.311000000000000387e-01
-1.061015809999999959e+01 9.266999999999999682e-01 -9.266999999999999682e-01
-1.060225810000000024e+01 9.222000000000000197e-01 -9.222000000000000197e-01
-1.059425809999999935e+01 9.157999999999999474e-01 -9.157999999999999474e-01
-1.058635809999999999e+01 9.115999999999999659e-01 -9.115999999999999659e-01
-1.057845810000000064e+01 9.074999999999999734e-01 -9.074999999999999734e-01
-1.057055809999999951e+01 9.015999999999999570e-01 -9.015999999999999570e-01
-1.056255810000000039e+01 8.969000000000000306e-01 -8.969000000000000306e-01
-1.055465809999999927e+01 8.991999999999999993e-01 -8.991999999999999993e-01
-1.054675809999999991e+01 9.090000000000000302e-01 -9.090000000000000302e-01
-1.053875809999999902e+01 9.267999999999999572e-01 -9.267999999999999572e-01
-1.053085809999999967e+01 9.422000000000000375e-01 -9.422000000000000375e-01
-1.052295810000000031e+01 9.241000000000000325e-01 -9.241000000000000325e-01
-1.051495809999999942e+01 8.994999999999999662e-01 -8.994999999999999662e-01
-1.050705810000000007e+01 8.830999999999999961e-01 -8.830999999999999961e-01
-1.049915810000000072e+01 8.771999999999999797e-01 -8.771999999999999797e-01
-1.049115809999999982e+01 8.712999999999999634e-01 -8.712999999999999634e-01
-1.048325810000000047e+01 8.637000000000000233e-01 -8.637000000000000233e-01
-1.047535809999999934e+01 8.585000000000000409e-01 -8.585000000000000409e-01
-1.046735810000000022e+01 8.519999999999999796e-01 -8.519999999999999796e-01
-1.045945809999999909e+01 8.439999999999999725e-01 -8.439999999999999725e-01
-1.045155809999999974e+01 8.345000000000000195e-01 -8.345000000000000195e-01
-1.044355810000000062e+01 8.290999999999999481e-01 -8.290999999999999481e-01
-1.043565809999999949e+01 8.237999999999999767e-01 -8.237999999999999767e-01
-1.042775810000000014e+01 8.186999999999999833e-01 -8.186999999999999833e-01
-1.041975809999999925e+01 8.137999999999999678e-01 -8.137999999999999678e-01
-1.041185809999999989e+01 8.093000000000000194e-01 -8.093000000000000194e-01
-1.040395810000000054e+01 8.047999999999999599e-01 -8.047999999999999599e-01
-1.039595809999999965e+01 7.993000000000000105e-01 -7.993000000000000105e-01
-1.038805810000000029e+01 7.944999999999999840e-01 -7.944999999999999840e-01
-1.038015809999999917e+01 7.891000000000000236e-01 -7.891000000000000236e-01
-1.037215810000000005e+01 7.831000000000000183e-01 -7.831000000000000183e-01
-1.036425810000000070e+01 7.760000000000000231e-01 -7.760000000000000231e-01
-1.035635809999999957e+01 7.689000000000000279e-01 -7.689000000000000279e-01
-1.034835810000000045e+01 7.616000000000000547e-01 -7.616000000000000547e-01
-1.034045809999999932e+01 7.542999999999999705e-01 -7.542999999999999705e-01
-1.033255809999999997e+01 7.469000000000000083e-01 -7.469000000000000083e-01
-1.032455810000000085e+01 7.395000000000000462e-01 -7.395000000000000462e-01
-1.031665809999999972e+01 7.319999999999999840e-01 -7.319999999999999840e-01
-1.030875810000000037e+01 7.245000000000000329e-01 -7.245000000000000329e-01
-1.030075809999999947e+01 7.168999999999999817e-01 -7.168999999999999817e-01
-1.029285810000000012e+01 7.169999999999999707e-01 -7.169999999999999707e-01
-1.028495810000000077e+01 7.147999999999999909e-01 -7.147999999999999909e-01
-1.027695809999999987e+01 7.217999999999999972e-01 -7.217999999999999972e-01
-1.026905810000000052e+01 7.028999999999999693e-01 -7.028999999999999693e-01
-1.026115809999999939e+01 6.758999999999999453e-01 -6.758999999999999453e-01
-1.025315810000000027e+01 6.468000000000000416e-01 -6.468000000000000416e-01
-1.024525810000000092e+01 6.149000000000000021e-01 -6.149000000000000021e-01
-1.023735809999999979e+01 5.901999999999999469e-01 -5.901999999999999469e-01
-1.022935810000000068e+01 5.696999999999999842e-01 -5.696999999999999842e-01
-1.022145809999999955e+01 5.533000000000000140e-01 -5.533000000000000140e-01
-1.021355810000000019e+01 5.410000000000000364e-01 -5.410000000000000364e-01
-1.020555809999999930e+01 5.336999999999999522e-01 -5.336999999999999522e-01
-1.019765809999999995e+01 5.292000000000000037e-01 -5.292000000000000037e-01
-1.018975810000000060e+01 5.121999999999999886e-01 -5.121999999999999886e-01
-1.018175809999999970e+01 4.904000000000000026e-01 -4.904000000000000026e-01
-1.017385810000000035e+01 4.798000000000000043e-01 -4.798000000000000043e-01
-1.016595809999999922e+01 4.707999999999999963e-01 -4.707999999999999963e-01
-1.015795810000000010e+01 4.611999999999999988e-01 -4.611999999999999988e-01
-1.015005809999999897e+01 4.511999999999999900e-01 -4.511999999999999900e-01
-1.014215809999999962e+01 4.741000000000000214e-01 -4.741000000000000214e-01
-1.013415810000000050e+01 4.591999999999999971e-01 -4.591999999999999971e-01
-1.012625809999999937e+01 4.364000000000000101e-01 -4.364000000000000101e-01
-1.011835810000000002e+01 4.102000000000000091e-01 -4.102000000000000091e-01
-1.011045810000000067e+01 3.809000000000000163e-01 -3.809000000000000163e-01
-1.010245809999999977e+01 3.544999999999999818e-01 -3.544999999999999818e-01
-1.009455810000000042e+01 3.452000000000000068e-01 -3.452000000000000068e-01
-1.008665809999999929e+01 3.365000000000000213e-01 -3.365000000000000213e-01
-1.007865810000000018e+01 3.282999999999999807e-01 -3.282999999999999807e-01
-1.007075809999999905e+01 3.153000000000000247e-01 -3.153000000000000247e-01
-1.006285809999999969e+01 3.080999999999999850e-01 -3.080999999999999850e-01
-1.005485810000000058e+01 3.009999999999999898e-01 -3.009999999999999898e-01
-1.004695809999999945e+01 2.939999999999999836e-01 -2.939999999999999836e-01
-1.003905810000000010e+01 2.872000000000000108e-01 -2.872000000000000108e-01
-1.003105809999999920e+01 2.803999999999999826e-01 -2.803999999999999826e-01
-1.002315809999999985e+01 2.737999999999999878e-01 -2.737999999999999878e-01
-1.001525810000000050e+01 2.671999999999999931e-01 -2.671999999999999931e-01
-1.000725809999999960e+01 2.607999999999999763e-01 -2.607999999999999763e-01
-9.999358100000000249e+00 2.545000000000000040e-01 -2.545000000000000040e-01
-9.991458099999999121e+00 2.482999999999999929e-01 -2.482999999999999929e-01
-9.983458100000000002e+00 2.421999999999999986e-01 -2.421999999999999986e-01
-9.975558100000000650e+00 2.361999999999999933e-01 -2.361999999999999933e-01
-9.967658099999999521e+00 2.303999999999999937e-01 -2.303999999999999937e-01
-9.959658100000000402e+00 2.539000000000000146e-01 -2.539000000000000146e-01
-9.951758099999999274e+00 2.114999999999999936e-01 -2.114999999999999936e-01
-9.943858099999999922e+00 2.066000000000000059e-01 -2.066000000000000059e-01
-9.935858100000000803e+00 2.018000000000000071e-01 -2.018000000000000071e-01
-9.927958099999999675e+00 1.970000000000000084e-01 -1.970000000000000084e-01
-9.920058100000000323e+00 1.923999999999999877e-01 -1.923999999999999877e-01
-9.912058099999999428e+00 1.880999999999999894e-01 -1.880999999999999894e-01
-9.904158100000000076e+00 1.844999999999999973e-01 -1.844999999999999973e-01
-9.896258100000000724e+00 2.101000000000000090e-01 -2.101000000000000090e-01
-9.888258099999999828e+00 1.733999999999999986e-01 -1.733999999999999986e-01
-9.880358100000000476e+00 1.758000000000000118e-01 -1.758000000000000118e-01
-9.872458099999999348e+00 1.761000000000000065e-01 -1.761000000000000065e-01
-9.864458100000000229e+00 1.763000000000000123e-01 -1.763000000000000123e-01
-9.856558100000000877e+00 1.763000000000000123e-01 -1.763000000000000123e-01
-9.848658099999999749e+00 1.763000000000000123e-01 -1.763000000000000123e-01
-9.840658100000000630e+00 1.761000000000000065e-01 -1.761000000000000065e-01
-9.832758099999999502e+00 1.758000000000000118e-01 -1.758000000000000118e-01
-9.824858100000000150e+00 1.754000000000000004e-01 -1.754000000000000004e-01
-9.816858099999999254e+00 1.748000000000000109e-01 -1.748000000000000109e-01
-9.808958099999999902e+00 1.741000000000000048e-01 -1.741000000000000048e-01
-9.801058100000000550e+00 1.733999999999999986e-01 -1.733999999999999986e-01
-9.793058099999999655e+00 1.724999999999999867e-01 -1.724999999999999867e-01
-9.785158100000000303e+00 1.650000000000000078e-01 -1.650000000000000078e-01
-9.777258099999999175e+00 1.363999999999999935e-01 -1.363999999999999935e-01
-9.769258100000000056e+00 1.398999999999999966e-01 -1.398999999999999966e-01
-9.761358100000000704e+00 1.418000000000000094e-01 -1.418000000000000094e-01
-9.753458099999999575e+00 1.395000000000000129e-01 -1.395000000000000129e-01
-9.745458100000000456e+00 1.370999999999999996e-01 -1.370999999999999996e-01
-9.737558099999999328e+00 1.348000000000000032e-01 -1.348000000000000032e-01
-9.729658099999999976e+00 1.325000000000000067e-01 -1.325000000000000067e-01
-9.721658099999999081e+00 1.302000000000000102e-01 -1.302000000000000102e-01
-9.713758099999999729e+00 1.280000000000000027e-01 -1.280000000000000027e-01
-9.705858100000000377e+00 1.257999999999999952e-01 -1.257999999999999952e-01
-9.697858099999999482e+00 1.236000000000000015e-01 -1.236000000000000015e-01
-9.689958100000000130e+00 1.213999999999999940e-01 -1.213999999999999940e-01
-9.682058100000000778e+00 1.192000000000000004e-01 -1.192000000000000004e-01
-9.674158099999999649e+00 1.170999999999999958e-01 -1.170999999999999958e-01
-9.666158100000000530e+00 1.150000000000000050e-01 -1.150000000000000050e-01
-9.658258099999999402e+00 1.129000000000000004e-01 -1.129000000000000004e-01
-9.650358100000000050e+00 1.108999999999999986e-01 -1.108999999999999986e-01
-9.642358099999999155e+00 1.088999999999999968e-01 -1.088999999999999968e-01
-9.634458099999999803e+00 1.068999999999999950e-01 -1.068999999999999950e-01
-9.626558100000000451e+00 1.048999999999999932e-01 -1.048999999999999932e-01
-9.618558099999999556e+00 1.029000000000000054e-01 -1.029000000000000054e-01
-9.610658100000000204e+00 1.010000000000000064e-01 -1.010000000000000064e-01
-9.602758099999999075e+00 9.909999999999999365e-02 -9.909999999999999365e-02
-9.594758099999999956e+00 9.719999999999999474e-02 -9.719999999999999474e-02
-9.586858100000000604e+00 2.760000000000000231e-01 -2.760000000000000231e-01
-9.578958099999999476e+00 2.656999999999999917e-01 -2.656999999999999917e-01
-9.570958100000000357e+00 2.167000000000000037e-01 -2.167000000000000037e-01
-9.563058099999999229e+00 2.333999999999999964e-01 -2.333999999999999964e-01
-9.555158099999999877e+00 2.513000000000000234e-01 -2.513000000000000234e-01
-9.547158100000000758e+00 2.706000000000000072e-01 -2.706000000000000072e-01
-9.539258099999999629e+00 2.912000000000000144e-01 -2.912000000000000144e-01
-9.531358100000000277e+00 3.645999999999999797e-01 -3.645999999999999797e-01
-9.523358099999999382e+00 3.400000000000000244e-01 -3.400000000000000244e-01
-9.515458100000000030e+00 3.644000000000000017e-01 -3.644000000000000017e-01
-9.507558100000000678e+00 3.901000000000000023e-01 -3.901000000000000023e-01
-9.499558099999999783e+00 4.174999999999999822e-01 -4.174999999999999822e-01
-9.491658100000000431e+00 4.494000000000000217e-01 -4.494000000000000217e-01
-9.483758099999999303e+00 5.080999999999999961e-01 -5.080999999999999961e-01
-9.475758100000000184e+00 6.865999999999999881e-01 -6.865999999999999881e-01
-9.467858100000000832e+00 7.698000000000000398e-01 -7.698000000000000398e-01
-9.459958099999999703e+00 7.727000000000000535e-01 -7.727000000000000535e-01
-9.451958100000000584e+00 8.511999999999999567e-01 -8.511999999999999567e-01
-9.444058099999999456e+00 9.323000000000000176e-01 -9.323000000000000176e-01
-9.436158100000000104e+00 1.006699999999999928e+00 -1.006699999999999928e+00
-9.428158099999999209e+00 1.030399999999999983e+00 -1.030399999999999983e+00
-9.420258099999999857e+00 1.392500000000000071e+00 -1.392500000000000071e+00
-9.412358100000000505e+00 1.136800000000000033e+00 -1.136800000000000033e+00
-9.404358099999999610e+00 1.199100000000000055e+00 -1.199100000000000055e+00
-9.396458100000000258e+00 1.271400000000000086e+00 -1.271400000000000086e+00
-9.388558099999999129e+00 1.318699999999999983e+00 -1.318699999999999983e+00
-9.380558100000000010e+00 1.357199999999999962e+00 -1.357199999999999962e+00
-9.372658100000000658e+00 1.389399999999999968e+00 -1.389399999999999968e+00
-9.364758099999999530e+00 1.423000000000000043e+00 -1.423000000000000043e+00
-9.356758100000000411e+00 1.444800000000000084e+00 -1.444800000000000084e+00
-9.348858099999999283e+00 1.461899999999999977e+00 -1.461899999999999977e+00
-9.340958099999999931e+00 1.469400000000000039e+00 -1.469400000000000039e+00
-9.332958100000000812e+00 1.446800000000000086e+00 -1.446800000000000086e+00
-9.325058099999999683e+00 3.254700000000000149e+00 -3.254700000000000149e+00
-9.317158100000000331e+00 1.435300000000000020e+00 -1.435300000000000020e+00
-9.309158099999999436e+00 1.450599999999999890e+00 -1.450599999999999890e+00
-9.301258100000000084e+00 1.419200000000000017e+00 -1.419200000000000017e+00
-9.293358100000000732e+00 1.431999999999999940e+00 -1.431999999999999940e+00
-9.285358099999999837e+00 1.431699999999999973e+00 -1.431699999999999973e+00
-9.277458100000000485e+00 1.392099999999999893e+00 -1.392099999999999893e+00
-9.269558099999999357e+00 1.315700000000000092e+00 -1.315700000000000092e+00
-9.261558100000000238e+00 1.235100000000000087e+00 -1.235100000000000087e+00
-9.253658099999999109e+00 1.235200000000000076e+00 -1.235200000000000076e+00
-9.245758099999999757e+00 1.235600000000000032e+00 -1.235600000000000032e+00
-9.237858100000000405e+00 1.236299999999999955e+00 -1.236299999999999955e+00
-9.229858099999999510e+00 1.236900000000000110e+00 -1.236900000000000110e+00
-9.221958100000000158e+00 1.237500000000000044e+00 -1.237500000000000044e+00
-9.214058100000000806e+00 1.237999999999999989e+00 -1.237999999999999989e+00
-9.206058099999999911e+00 1.238599999999999923e+00 -1.238599999999999923e+00
-9.198158100000000559e+00 1.239000000000000101e+00 -1.239000000000000101e+00
-9.190258099999999430e+00 1.237100000000000088e+00 -1.237100000000000088e+00
-9.182258100000000312e+00 1.238099999999999978e+00 -1.238099999999999978e+00
-9.174358099999999183e+00 1.239400000000000057e+00 -1.239400000000000057e+00
-9.166458099999999831e+00 1.241800000000000015e+00 -1.241800000000000015e+00
-9.158458100000000712e+00 1.240299999999999958e+00 -1.240299999999999958e+00
-9.150558099999999584e+00 1.240599999999999925e+00 -1.240599999999999925e+00
-9.142658100000000232e+00 1.242699999999999916e+00 -1.242699999999999916e+00
-9.134658099999999337e+00 1.245900000000000007e+00 -1.245900000000000007e+00
-9.126758099999999985e+00 1.342899999999999983e+00 -1.342899999999999983e+00
-9.118858100000000633e+00 1.568100000000000049e+00 -1.567900000000000071e+00
-9.110858099999999737e+00 1.230099999999999971e+00 -1.230099999999999971e+00
-9.102958100000000385e+00 1.183499999999999996e+00 -1.183599999999999985e+00
-9.095058099999999257e+00 1.172099999999999920e+00 -1.172099999999999920e+00
-9.087058100000000138e+00 1.156199999999999894e+00 -1.156199999999999894e+00
-9.079158100000000786e+00 1.150300000000000100e+00 -1.150300000000000100e+00
-9.071258099999999658e+00 1.145699999999999941e+00 -1.145699999999999941e+00
-9.063258100000000539e+00 1.141699999999999937e+00 -1.141699999999999937e+00
-9.055358099999999411e+00 1.138800000000000034e+00 -1.138800000000000034e+00
-9.047458100000000059e+00 1.135899999999999910e+00 -1.135899999999999910e+00
-9.039458099999999163e+00 1.133199999999999985e+00 -1.133199999999999985e+00
-9.031558099999999811e+00 1.130600000000000049e+00 -1.130600000000000049e+00
-9.023658100000000459e+00 1.128200000000000092e+00 -1.128200000000000092e+00
-9.015658099999999564e+00 1.125899999999999901e+00 -1.125899999999999901e+00
-9.007758100000000212e+00 1.123699999999999921e+00 -1.123699999999999921e+00
-8.999858099999999084e+00 1.121799999999999908e+00 -1.121799999999999908e+00
-8.991858099999999965e+00 1.119899999999999896e+00 -1.119899999999999896e+00
-8.983958100000000613e+00 1.118100000000000094e+00 -1.118100000000000094e+00
-8.976058099999999484e+00 1.116300000000000070e+00 -1.116300000000000070e+00
-8.968058100000000366e+00 1.116500000000000048e+00 -1.116500000000000048e+00
-8.960158099999999237e+00 1.112999999999999989e+00 -1.112999999999999989e+00
-8.952258099999999885e+00 1.111399999999999944e+00 -1.111399999999999944e+00
-8.944258100000000766e+00 1.110300000000000065e+00 -1.110300000000000065e+00
-8.936358099999999638e+00 1.109599999999999920e+00 -1.109599999999999920e+00
-8.928458100000000286e+00 1.109299999999999953e+00 -1.109299999999999953e+00
-8.920458099999999391e+00 1.109299999999999953e+00 -1.109299999999999953e+00
-8.912558100000000039e+00 1.109699999999999909e+00 -1.109699999999999909e+00
-8.904658100000000687e+00 1.132300000000000084e+00 -1.132300000000000084e+00
-8.896658099999999791e+00 1.165899999999999936e+00 -1.165899999999999936e+00
-8.888758100000000439e+00 1.155699999999999950e+00 -1.155699999999999950e+00
-8.880858099999999311e+00 1.112000000000000099e+00 -1.112000000000000099e+00
-8.872858100000000192e+00 1.087299999999999933e+00 -1.087299999999999933e+00
-8.864958099999999064e+00 1.080400000000000027e+00 -1.080400000000000027e+00
-8.857058099999999712e+00 1.077099999999999946e+00 -1.077099999999999946e+00
-8.849058100000000593e+00 1.074400000000000022e+00 -1.074400000000000022e+00
-8.841158099999999465e+00 1.065199999999999925e+00 -1.065199999999999925e+00
-8.833258100000000113e+00 1.063499999999999890e+00 -1.063499999999999890e+00
-8.825258099999999217e+00 1.062300000000000022e+00 -1.062300000000000022e+00
-8.817358099999999865e+00 1.061399999999999899e+00 -1.061399999999999899e+00
-8.809458100000000513e+00 1.060999999999999943e+00 -1.060999999999999943e+00
-8.801458099999999618e+00 1.059700000000000086e+00 -1.059700000000000086e+00
-8.793558100000000266e+00 1.058699999999999974e+00 -1.058699999999999974e+00
-8.785658099999999138e+00 1.057199999999999918e+00 -1.057199999999999918e+00
-8.777758099999999786e+00 1.055500000000000105e+00 -1.055500000000000105e+00
-8.769758100000000667e+00 1.054000000000000048e+00 -1.054000000000000048e+00
-8.761858099999999538e+00 1.046499999999999986e+00 -1.046499999999999986e+00
-8.753958100000000186e+00 1.046200000000000019e+00 -1.046200000000000019e+00
-8.745958099999999291e+00 1.045700000000000074e+00 -1.045700000000000074e+00
-8.738058099999999939e+00 1.045199999999999907e+00 -1.045199999999999907e+00
-8.730158100000000587e+00 1.044599999999999973e+00 -1.044599999999999973e+00
-8.722158099999999692e+00 1.043800000000000061e+00 -1.043800000000000061e+00
-8.714258100000000340e+00 1.052799999999999958e+00 -1.052799999999999958e+00
-8.706358099999999212e+00 1.056999999999999940e+00 -1.056999999999999940e+00
-8.698358100000000093e+00 1.056000000000000050e+00 -1.056000000000000050e+00
-8.690458100000000741e+00 1.055800000000000072e+00 -1.055800000000000072e+00
-8.682558099999999612e+00 1.056300000000000017e+00 -1.056300000000000017e+00
-8.674558100000000493e+00 1.057600000000000096e+00 -1.057600000000000096e+00
-8.666658099999999365e+00 1.048200000000000021e+00 -1.048200000000000021e+00
-8.658758100000000013e+00 1.024999999999999911e+00 -1.024999999999999911e+00
-8.650758099999999118e+00 1.021200000000000108e+00 -1.021200000000000108e+00
-8.642858099999999766e+00 1.018100000000000005e+00 -1.018100000000000005e+00
-8.634958100000000414e+00 1.014999999999999902e+00 -1.014999999999999902e+00
-8.626958099999999519e+00 1.012299999999999978e+00 -1.012299999999999978e+00
-8.619058100000000167e+00 1.009500000000000064e+00 -1.009500000000000064e+00
-8.611158100000000815e+00 1.006599999999999939e+00 -1.006599999999999939e+00
-8.603158099999999919e+00 1.003900000000000015e+00 -1.003900000000000015e+00
-8.595258100000000567e+00 1.000999999999999890e+00 -1.000999999999999890e+00
-8.587358099999999439e+00 9.990999999999999881e-01 -9.990999999999999881e-01
-8.579358100000000320e+00 1.004499999999999948e+00 -1.004499999999999948e+00
-8.571458099999999192e+00 1.007200000000000095e+00 -1.007200000000000095e+00
-8.563558099999999840e+00 1.010199999999999987e+00 -1.010199999999999987e+00
-8.555558100000000721e+00 1.013500000000000068e+00 -1.013500000000000068e+00
-8.547658099999999592e+00 1.017200000000000104e+00 -1.017200000000000104e+00
-8.539758100000000240e+00 1.021200000000000108e+00 -1.021200000000000108e+00
-8.531758099999999345e+00 1.025500000000000078e+00 -1.025500000000000078e+00
-8.523858099999999993e+00 1.030599999999999961e+00 -1.030599999999999961e+00
-8.515958100000000641e+00 1.027800000000000047e+00 -1.027800000000000047e+00
-8.507958099999999746e+00 1.000399999999999956e+00 -1.000399999999999956e+00
-8.500058100000000394e+00 9.812999999999999501e-01 -9.812999999999999501e-01
-8.492158099999999266e+00 9.709999999999999742e-01 -9.709999999999999742e-01
-8.484158100000000147e+00 9.599999999999999645e-01 -9.599999999999999645e-01
-8.476258099999999018e+00 9.482000000000000428e-01 -9.482000000000000428e-01
-8.468358099999999666e+00 9.324999999999999956e-01 -9.324999999999999956e-01
-8.460358100000000547e+00 9.076999999999999513e-01 -9.076999999999999513e-01
-8.452458099999999419e+00 8.803999999999999604e-01 -8.803999999999999604e-01
-8.444558100000000067e+00 8.700999999999999845e-01 -8.700999999999999845e-01
-8.436558099999999172e+00 8.602999999999999536e-01 -8.602999999999999536e-01
-8.428658099999999820e+00 8.509999999999999787e-01 -8.509999999999999787e-01
-8.420758100000000468e+00 8.421999999999999487e-01 -8.421999999999999487e-01
-8.412758099999999573e+00 8.339999999999999636e-01 -8.339999999999999636e-01
-8.404858100000000221e+00 8.272000000000000464e-01 -8.272000000000000464e-01
-8.396958099999999092e+00 8.197999999999999732e-01 -8.197999999999999732e-01
-8.388958099999999973e+00 8.129999999999999449e-01 -8.129999999999999449e-01
-8.381058100000000621e+00 8.018999999999999462e-01 -8.018999999999999462e-01
-8.373158099999999493e+00 7.963000000000000078e-01 -7.963000000000000078e-01
-8.365158100000000374e+00 7.907999999999999474e-01 -7.907999999999999474e-01
-8.357258099999999246e+00 7.853999999999999870e-01 -7.853999999999999870e-01
-8.349358099999999894e+00 7.801000000000000156e-01 -7.801000000000000156e-01
-8.341458100000000542e+00 7.749000000000000332e-01 -7.749000000000000332e-01
-8.333458099999999646e+00 7.697000000000000508e-01 -7.697000000000000508e-01
-8.325558100000000294e+00 7.647000000000000464e-01 -7.647000000000000464e-01
-8.317658099999999166e+00 7.600000000000000089e-01 -7.600000000000000089e-01
-8.309658100000000047e+00 7.557000000000000384e-01 -7.557000000000000384e-01
-8.301758100000000695e+00 7.513999999999999568e-01 -7.513999999999999568e-01
-8.293858099999999567e+00 7.459999999999999964e-01 -7.459999999999999964e-01
-8.285858100000000448e+00 7.407000000000000250e-01 -7.407000000000000250e-01
-8.277958099999999320e+00 7.355000000000000426e-01 -7.355000000000000426e-01
-8.270058099999999968e+00 7.307000000000000162e-01 -7.307000000000000162e-01
-8.262058100000000849e+00 7.262999999999999456e-01 -7.262999999999999456e-01
-8.254158099999999720e+00 7.219999999999999751e-01 -7.219999999999999751e-01
-8.246258100000000368e+00 7.179999999999999716e-01 -7.179999999999999716e-01
-8.238258099999999473e+00 7.141999999999999460e-01 -7.141999999999999460e-01
-8.230358100000000121e+00 7.104000000000000314e-01 -7.104000000000000314e-01
-8.222458100000000769e+00 7.066999999999999948e-01 -7.066999999999999948e-01
-8.214458099999999874e+00 7.032000000000000473e-01 -7.032000000000000473e-01
-8.206558100000000522e+00 6.997999999999999776e-01 -6.997999999999999776e-01
-8.198658099999999394e+00 6.965999999999999970e-01 -6.965999999999999970e-01
-8.190658100000000275e+00 6.935000000000000053e-01 -6.935000000000000053e-01
-8.182758099999999146e+00 6.905000000000000027e-01 -6.905000000000000027e-01
-8.174858099999999794e+00 6.875999999999999890e-01 -6.875999999999999890e-01
-8.166858100000000675e+00 6.847999999999999643e-01 -6.847999999999999643e-01
-8.158958099999999547e+00 6.823000000000000176e-01 -6.823000000000000176e-01
-8.151058100000000195e+00 6.805999999999999828e-01 -6.805999999999999828e-01
-8.143058099999999300e+00 6.793000000000000149e-01 -6.793000000000000149e-01
-8.135158099999999948e+00 6.782000000000000250e-01 -6.782000000000000250e-01
-8.127258100000000596e+00 6.733000000000000096e-01 -6.733000000000000096e-01
-8.119258099999999700e+00 6.731000000000000316e-01 -6.731000000000000316e-01
-8.111358100000000348e+00 6.734999999999999876e-01 -6.734999999999999876e-01
-8.103458099999999220e+00 6.734999999999999876e-01 -6.734999999999999876e-01
-8.095458100000000101e+00 6.732000000000000206e-01 -6.732000000000000206e-01
-8.087558100000000749e+00 6.725999999999999757e-01 -6.725999999999999757e-01
-8.079658099999999621e+00 6.719000000000000528e-01 -6.719000000000000528e-01
-8.071658100000000502e+00 6.712000000000000188e-01 -6.712000000000000188e-01
-8.063758099999999374e+00 6.705999999999999739e-01 -6.705999999999999739e-01
-8.055858100000000022e+00 6.700000000000000400e-01 -6.700000000000000400e-01
-8.047858099999999126e+00 6.697999999999999510e-01 -6.697999999999999510e-01
-8.039958099999999774e+00 6.701000000000000290e-01 -6.701000000000000290e-01
-8.032058100000000422e+00 6.703999999999999959e-01 -6.703999999999999959e-01
-8.024058099999999527e+00 6.696999999999999620e-01 -6.696999999999999620e-01
-8.016158100000000175e+00 6.684999999999999831e-01 -6.684999999999999831e-01
-8.008258099999999047e+00 6.673000000000000043e-01 -6.673000000000000043e-01
-8.000258099999999928e+00 6.659000000000000474e-01 -6.659000000000000474e-01
-7.992358099999999688e+00 6.611000000000000210e-01 -6.611000000000000210e-01
-7.984458099999999448e+00 6.618000000000000549e-01 -6.618000000000000549e-01
-7.976458100000000329e+00 6.625999999999999668e-01 -6.625999999999999668e-01
-7.968558100000000088e+00 6.633000000000000007e-01 -6.633000000000000007e-01
-7.960658099999999848e+00 6.640000000000000346e-01 -6.640000000000000346e-01
-7.952658099999999841e+00 6.646999999999999575e-01 -6.646999999999999575e-01
-7.944758099999999601e+00 6.637999999999999456e-01 -6.637999999999999456e-01
-7.936858100000000249e+00 6.625999999999999668e-01 -6.625999999999999668e-01
-7.928858100000000242e+00 6.613999999999999879e-01 -6.613999999999999879e-01
-7.920958100000000002e+00 6.602000000000000091e-01 -6.602000000000000091e-01
-7.913058099999999762e+00 6.591000000000000192e-01 -6.591000000000000192e-01
-7.905158099999999521e+00 6.582999999999999963e-01 -6.582999999999999963e-01
-7.897158100000000402e+00 6.580000000000000293e-01 -6.580000000000000293e-01
-7.889258100000000162e+00 6.583999999999999853e-01 -6.583999999999999853e-01
-7.881358099999999922e+00 6.590000000000000302e-01 -6.590000000000000302e-01
-7.873358099999999915e+00 6.598000000000000531e-01 -6.598000000000000531e-01
-7.865458099999999675e+00 6.608000000000000540e-01 -6.608000000000000540e-01
-7.857558100000000323e+00 6.621000000000000218e-01 -6.621000000000000218e-01
-7.849558099999999428e+00 6.634999999999999787e-01 -6.634999999999999787e-01
-7.841658100000000076e+00 6.652000000000000135e-01 -6.652000000000000135e-01
-7.833758099999999835e+00 6.671000000000000263e-01 -6.671000000000000263e-01
-7.825758099999999828e+00 6.692000000000000171e-01 -6.692000000000000171e-01
-7.817858100000000476e+00 6.727999999999999536e-01 -6.727999999999999536e-01
-7.809958100000000236e+00 6.771000000000000352e-01 -6.771000000000000352e-01
-7.801958100000000229e+00 6.821000000000000396e-01 -6.821000000000000396e-01
-7.794058099999999989e+00 6.867999999999999661e-01 -6.867999999999999661e-01
-7.786158099999999749e+00 6.912000000000000366e-01 -6.912000000000000366e-01
-7.778158099999999742e+00 6.969999999999999529e-01 -6.969999999999999529e-01
-7.770258099999999502e+00 7.046999999999999931e-01 -7.046999999999999931e-01
