# energy dos(up) dos(down)
-1.410055810000000065e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.409265809999999952e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.408475810000000017e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.407675809999999927e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.406885809999999992e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.406095810000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.405295809999999967e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.404505810000000032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.403715809999999919e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.402915810000000008e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.402125810000000072e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.401335809999999960e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.400535809999999870e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.399745809999999935e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.398955810000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.398155810000000088e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.397365809999999975e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.396575810000000040e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.395775809999999950e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.394985810000000015e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.394195810000000080e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.393395809999999990e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.392605809999999877e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.391815809999999942e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.391015810000000030e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.390225810000000095e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.389435809999999982e+01 0.000000000000000000e+00 -0.000000000000000000e+00
